word,clue,length
ОРГАНІЗУВАТИ,Влаштувати щось за планом,12
ПЛАНУВАТИ,Заздалегідь визначати дії,9
КОНТРОЛЮВАТИ,Стежити за виконанням і якістю,12
ДОРУЧАТИ,Передавати завдання іншому,8
ВИКОНУВАТИ,Робити те, що доручено,10
ЗВІТУВАТИ,Розповідати про результати роботи,9
МОТИВУВАТИ,Спонукати до дії,10
НАДИХАТИ,Викликати творче піднесення,8
НАВЧАТИ,Пояснювати порядок дій, передаючи знання,7
КООРДИНУВАТИ,Узгоджувати дії кількох сторін,12
ДОПОМАГАТИ,Разом працювати над спільною справою,10
КОНКУРУВАТИ,Змагатися за одне й те саме,11
ДОМІНУВАТИ,Переважати над іншими,10
ПОСТУПАТИСЯ,Віддавати перевагу іншому за власний рахунок,11
ЛІДИРУВАТИ,Бути попереду інших,10
