word,clue,length
ФРИКАДЕЛЬКА,М'ясна кулька в супі чи соусі,11
КОТЛЕТА,Смажена м'ясна чи овочева биточка,7
ПЛОВ,Страва з рису, м'яса та моркви,4
ХІНКАЛІ,Грузинські мішечки з м'ясним соком усередині,7
ХАЧАПУРІ,Грузинський коржик із сиром,8
САЦІВІ,Грузинська страва з горіховим соусом,6
ДОЛМА,Фарш, загорнутий у виноградне листя,5
ГУАКАМОЛЕ,Мексиканська паста з авокадо,9
НАЧОС,Хрусткі кукурудзяні чипси з начинкою,5
ТОРТИЛЬЯ,Мексиканський тонкий коржик,8
КЕСАДІЛЬЯ,Мексиканська страва зі складеною тортильєю та сиром,9
ЕМПАНАДА,Смажений чи запечений пиріжок Латинської Америки,8
ЦАЦІКІ,Грецький соус з йогурту й огірка,6
ТИРАМІСУ,Італійський десерт із маскарпоне й кави,8
ПАНАКОТА,Італійський вершковий желейний десерт,8
ЕКЛЕР,Заварне тістечко видовженої форми з кремом,5
БІСКВІТ,Легкий пухкий корж для торта,7
НУГА,Солодощі з горіхів та збитого меду,4
