word,clue,length
ЗАПЕРЕЧУВАТИ,Не погоджуватися з твердженням,12
СТВЕРДЖУВАТИ,Впевнено говорити, що це правда,12
ДОВОДИТИ,Наводити аргументи на підтвердження,8
ПЕРЕКОНУВАТИ,Схиляти когось до своєї думки,12
СУМНІВАТИСЯ,Не бути впевненим,11
ВАГАТИСЯ,Не наважуватися прийняти рішення,8
НАВАЖУВАТИСЯ,Робити рішучий крок попри страх,12
ЗВАЖУВАТИ,Порівнювати "за" й "проти",9
РИЗИКУВАТИ,Діяти, попри можливу небезпеку,10
УНИКАТИ,Свідомо не робити чогось,7
ПОКЛАДАТИСЯ,Довіряти комусь у важливій справі,11
ГОРДИТИСЯ,Відчувати задоволення власним досягненням,9
СОРОМИТИСЯ,Відчувати ніяковість за свій вчинок,10
ЗАЗДРИТИ,Бажати того, що має інший,8
СПІВЧУВАТИ,Розділяти чужий смуток,10
