word,clue,length
ГАДЮКА,Отруйна змія з характерним візерунком,6
ВУЖ,Неотруйна змія з жовтими плямами на голові,3
ПИТОН,Величезна неотруйна змія-душитель,5
КОБРА,Отруйна змія з капюшоном,5
ГРЕМУЧНИК,Змія з тріскучим хвостом,9
АНАКОНДА,Найважча змія світу з боліт Амазонки,8
ЯЩІРКА,Дрібна плазуюча тварина з чотирма лапками,6
ХАМЕЛЕОН,Ящірка, що змінює колір,8
ІГУАНА,Велика тропічна ящірка з гребенем,6
ВАРАН,Велика хижа ящірка,5
ГЕКОН,Ящірка, що лазить по стелі,5
ЧЕРЕПАХА,Плазун з панциром,8
КРОКОДИЛ,Великий водний хижий плазун,8
АЛІГАТОР,Плазун, схожий на крокодила, з ширшою мордою,8
САЛАМАНДРА,Земноводна тварина, схожа на ящірку,10
