word,clue,length
ЗАВАНТАЖИТИ,Скопіювати дані з мережі на пристрій,11
ВИВАНТАЖИТИ,Скопіювати дані з пристрою в мережу,11
ВСТАНОВИТИ,Розмістити програму на пристрої,10
ВИДАЛЯТИ,Прибирати щось із системи чи пам'яті,8
ЗБЕРІГАТИ,Не давати файлу зникнути після роботи,9
ВІДКРИВАТИ,Робити доступним вміст файлу,10
ЗАКРИВАТИ,Припиняти роботу з файлом чи вікном,9
НАДРУКУВАТИ,Вивести текст на папір,11
СКАНУВАТИ,Оцифровувати паперовий документ,9
КОПІЮВАТИ,Створювати точну версію файлу,9
ВСТАВЛЯТИ,Розміщувати скопійований елемент,9
ВИРІЗАТИ,Переміщувати елемент, видаляючи з місця,8
СОРТУВАТИ,Розкладати файли за порядком,9
АРХІВУВАТИ,Стискати файли для економії місця,10
ВІДНОВЛЮВАТИ,Повертати видалений файл,12
