word,clue,length
ЗАХОПЛЕННЯ,Сильне позитивне враження від чогось,10
РОЗЧАРУВАННЯ,Прикре відчуття від невиправданих сподівань,12
ОБУРЕННЯ,Гостре відчуття несправедливості,8
ПОДИВ,Реакція на щось несподіване,5
НАСОЛОДА,Глибоке приємне відчуття,8
НУДЬГА,Стан відсутності цікавих занять,6
ТРИВОГА,Неспокійне очікування небезпеки,7
ПАНІКА,Неконтрольований раптовий страх,6
ОБРАЗА,Почуття, викликане несправедливим ставленням,6
ЗАЗДРІСТЬ,Бажання мати те, що є в іншого,9
ВДЯЧНІСТЬ,Почуття у відповідь на добро,9
НІЯКОВІСТЬ,Відчуття незручності в товаристві,10
СПОКІЙ,Стан відсутності хвилювання,6
ЕЙФОРІЯ,Стан надзвичайного піднесення,7
МЕЛАНХОЛІЯ,Легкий сумний настрій без причини,10
