word,clue,length
ОБИРАТИ,Робити вибір з кількох варіантів,7
ПРОПОНУВАТИ,Висувати ідею на розгляд,11
ЗГОДЖУВАТИСЯ,Давати позитивну відповідь,12
ОБІЦЯТИ,Давати слово виконати щось,7
ГАРАНТУВАТИ,Забезпечувати впевненість у результаті,11
ЗАБЕЗПЕЧИТИ,Створити необхідні умови,11
ПОСТАЧАТИ,Регулярно надавати необхідне,9
ОТРИМУВАТИ,Ставати власником переданого,10
НАДСИЛАТИ,Відправляти щось адресату,9
ПЕРЕДАВАТИ,Вручати щось іншому,10
ЗАБИРАТИ,Брати щось із собою,8
ПОВЕРТАТИ,Віддавати назад узяте,9
ОБМІНЮВАТИ,Віддавати одне, отримуючи інше,10
ПОЗИЧАТИ,Тимчасово брати чуже з поверненням,8
ВІДДАВАТИ,Передавати щось іншому назавжди,9
