word,clue,length
ДИВУВАТИ,Викликати в когось несподіване враження,8
ЗАХОПЛЮВАТИ,Викликати сильний інтерес чи замилування,11
НАДИХАТИ,Пробуджувати творчі сили й бажання діяти,8
ВРАЖАТИ,Викликати сильне здивування,7
ЛЯКАТИ,Викликати страх,6
ДРАТУВАТИ,Викликати в когось легке невдоволення дрібницею,9
ЗБУДЖУВАТИ,Викликати сильний емоційний стан,10
ВТІШАТИ,Полегшувати чийсь смуток словами,7
ШКОДУВАТИ,Відчувати жаль з приводу чогось,9
ВИБАЧАТИ,Прощати чийсь провину,8
КАЯТИСЯ,Шкодувати про власний вчинок,7
ВИНУВАТИТИ,Покладати провину на когось,10
СОРОМИТИ,Дорікати комусь за вчинок публічно,8
ХВАЛИТИСЯ,Розповідати про свої досягнення з гордістю,9
