word,clue,length
ЛЮТЬ,Крайній ступінь гніву,4
ЖАХ,Крайній ступінь страху,3
ВІДРАЗА,Сильна неприязнь до чогось бридкого,7
ЗАЧАРУВАННЯ,Стан повного захоплення чимось,11
СПОКУСА,Бажання зробити щось заборонене,7
РОЗГУБЛЕНИЙ,"Той, хто не знає, як діяти",11
ЗДИВУВАННЯ,Реакція на щось несподіване,10
НАДІЯ,Очікування хорошого в майбутньому,5
ГІРКОТА,Прикре відчуття від несправедливості,7
ТУГА,Глибокий сум за втраченим,4
ЖАЛЬ,Почуття співчуття чи каяття,4
ГОРДІСТЬ,Задоволення власними чи чужими досягненнями,8
ПРЕЗИРСТВО,Крайня зневага до когось,10
ЗАХВАТ,Сильне піднесене відчуття від краси,6
СКРУХА,Каяття за скоєне,6
