word,clue,length
ЛІКУВАТИ,Застосовувати засоби для одужання хворого,8
ХВОРІТИ,Мати захворювання,7
ОДУЖУВАТИ,Повертати собі здоров'я,9
ЗАРАЖАТИСЯ,Отримувати хворобу від іншого,10
ЩЕПИТИ,Вводити вакцину для захисту від хвороби,6
ОПЕРУВАТИ,Проводити хірургічне втручання,9
РОЗПІЗНАВАТИ,Визначати вид захворювання,12
ОГЛЯДАТИ,Уважно обстежувати стан пацієнта,8
ПРОПИСУВАТИ,Призначати лікування чи ліки,11
ПЕРЕВЯЗУВАТИ,Накладати бинт на рану,12
ЗНЕЗАРАЗИТИ,Знищити мікроби на поверхні,11
ІМУНІЗУВАТИ,Робити стійким до хвороби через щеплення,10
ВИМІРЮВАТИ,Визначати температуру чи тиск,10
ВІДНОВЛЮВАТИ,Повертати здоров'я після хвороби чи травми,12
ОБСТЕЖУВАТИ,Проводити повну перевірку стану здоров'я,11
