word,clue,length
ПІДНІМАТИСЯ,Рухатися вгору,11
СПУСКАТИСЯ,Рухатися вниз,10
ЛІЗТИ,Дертися вгору чіпляючись,5
ПОВЗТИ,Рухатися, притискаючись до землі,6
КОТИТИСЯ,Обертаючись, рухатися по поверхні,8
КОВЗАТИ,Плавно рухатися по слизькій поверхні,7
ПЛИСТИ,Рухатися поверхнею води чи повітря без зусиль,6
ГОЙДАТИСЯ,Рухатися туди-сюди, як маятник,9
ОБЕРТАТИСЯ,Рухатися по колу навколо осі,10
КРУЖЛЯТИ,Рухатися колами в повітрі,8
МАХАТИ,Рухати рукою чи предметом туди-сюди,6
СТУКАТИ,Видавати короткі глухі звуки ударами,7
ДЗВЕНІТИ,Видавати високий металевий звук,8
РИПІТИ,Видавати різкий скрипучий звук,6
ТРІЩАТИ,Видавати серію коротких різких звуків,7
ГУРКОТІТИ,Видавати низький протяжний гучний звук,9
ШЕЛЕСТІТИ,Видавати тихий шурхітливий звук,9
СВИСТІТИ,Видавати високий пронизливий звук через губи,8
ГУДІТИ,Видавати низький протяжний звук,6
БЛИМАТИ,Періодично спалахувати й гаснути,7
СЯЯТИ,Випромінювати яскраве світло,5
ТЛІТИ,Повільно горіти без полум'я,5
ДИМІТИ,Випускати дим,6
ІСКРИТИСЯ,Випромінювати дрібні спалахи світла,9
