word,clue,length
СМАЖИТИ,Готувати їжу на жирі,7
ВАРИТИ,Готувати їжу в киплячій воді,6
ПЕКТИ,Готувати страву в духовці,5
ТУШКУВАТИ,Готувати повільно під кришкою,9
РІЗАТИ,Розділяти ножем на частини,6
КРИШИТИ,Дробити на дрібні шматочки,7
СОЛИТИ,Додавати сіль до страви,6
МІШАТИ,Перемішувати ложкою чи веслом,6
НАЛИВАТИ,Заповнювати посудину рідиною,8
РОЗБИВАТИ,Розколювати на частини ударом,9
ЗШИВАТИ,З'єднувати голкою і ниткою,7
СКЛЕЮВАТИ,З'єднувати клеєм,9
ФАРБУВАТИ,Наносити колір на поверхню,9
ПРИБИВАТИ,Закріплювати цвяхами,9
СВЕРДЛИТИ,Робити отвір обертовим інструментом,9
ПИЛЯТИ,Розрізати пилкою,6
СТРУГАТИ,Знімати тонкий шар дерева інструментом,8
КОПАТИ,Рити землю лопатою,6
СІЯТИ,Розкидати насіння по землі,5
САДИТИ,Заглиблювати рослину в ґрунт,6
ПОЛИВАТИ,Зволожувати ґрунт водою,8
КОСИТИ,Зрізати траву гострим знаряддям,6
ОРАТИ,Розпушувати ґрунт плугом,5
ДОЇТИ,Отримувати молоко від корови,5
ГОДУВАТИ,Давати їжу комусь,8
СТРИГТИ,Вкорочувати волосся чи шерсть,7
КУПАТИ,Мити когось у воді,6
ЧИСТИТИ,Видаляти бруд чи лушпиння,7
ПРАСУВАТИ,Розгладжувати одяг гарячим приладом,9
ПІДМІТАТИ,Прибирати сміття мітлою,9
ВИТИРАТИ,Видаляти вологу чи пил ганчіркою,8
КЛАСТИ,Розміщувати щось у горизонтальному положенні,6
СТАВИТИ,Розміщувати щось у вертикальному положенні,7
ВІШАТИ,Закріплювати щось у підвішеному стані,6
ОДЯГАТИ,Вбирати когось в одяг,7
ЗАСТІБАТИ,З'єднувати ґудзики чи блискавку,9
ШИТИ,Створювати одяг голкою і ниткою,4
ВИШИВАТИ,Прикрашати тканину візерунком голкою,8
ПЛЕСТИ,Створювати виріб зі сплетених ниток чи волосся,6
ВЯЗАТИ,Створювати виріб спицями чи гачком,6
ЛІПИТИ,Створювати форму з м'якого матеріалу,6
ДРУКУВАТИ,Наносити текст на папір машиною,9
КОПІЮВАТИ,Створювати точну повторну версію,9
ВСТАВЛЯТИ,Розміщувати щось усередину іншого,9
ВИДАЛЯТИ,Прибирати назавжди,8
ЗАРЯДЖАТИ,Поповнювати запас енергії пристрою,9
