word,clue,length
ПАДАТИ,Летіти вниз під силою тяжіння,6
ПІДІЙМАТИ,Переміщувати щось угору,9
ОПУСКАТИ,Переміщувати щось униз,8
ТЯГНУТИ,Переміщувати щось на себе силою,7
ШТОВХАТИ,Переміщувати щось від себе силою,8
КИДАТИ,Відпускати щось із силою в повітря,6
ХАПАТИ,Різко брати щось рукою,6
ТРИМАТИ,Не давати чомусь випасти з рук,7
ВІДПУСКАТИ,Переставати тримати,10
СТИСКАТИ,Здавлювати з усіх боків,8
ТОРКАТИСЯ,Ледь дотикатися до поверхні,9
ГЛАДИТИ,Ніжно проводити рукою по чомусь,7
ЩИПАТИ,Захоплювати шкіру двома пальцями,6
ДРЯПАТИ,Залишати сліди нігтями чи кігтями,7
КУСАТИ,Захоплювати зубами,6
ЛИЗАТИ,Проводити язиком по поверхні,6
НЮХАТИ,Сприймати запах носом,6
ДИХАТИ,Вбирати й випускати повітря легенями,6
ПОТІТИ,Виділяти вологу через шкіру від спеки чи зусиль,6
ТРЕМТІТИ,Дрібно й швидко здригатися,8
ЗІТХАТИ,Глибоко видихати з полегшенням чи сумом,7
ЗІВАТИ,Мимовільно широко відкривати рот від сонливості,6
ЧХАТИ,Різко видихати через ніс від подразнення,5
КАШЛЯТИ,Різко видихати через горло від подразнення,7
ГИКАТИ,Мимовільно й ритмічно скорочувати діафрагму,6
МОРЩИТИСЯ,Складати обличчя від невдоволення,9
ПОСМІХАТИСЯ,Легко піднімати кутики губ від радості,11
