word,clue,length
НІЯКОВІСТЬ,Легке відчуття незручності на людях,10
ЗАХВАТ,Найвище піднесення від чогось прекрасного,6
ОБРАЗА,Прикре почуття від несправедливого ставлення,6
ПРИКРІСТЬ,Легке невдоволення через дрібну невдачу,9
ВІДРАЗА,Сильне небажання мати справу з чимось,7
НАСОЛОДА,Глибоке задоволення від приємного,8
ПРИХИЛЬНІСТЬ,Тепле ставлення до когось,12
НІЖНІСТЬ,М'яке тепле почуття до когось,8
ПАЛКІСТЬ,Сильна пристрасність почуття,8
ПРИСТРАСТЬ,Дуже сильне почуття захоплення,10
ЗАВЗЯТТЯ,Наполеглива енергія в досягненні мети,8
ЗАДУМА,Стан заглибленості у власні думки,6
