word,clue,length
ЗАСВОЮВАТИ,Розуміти й запам'ятовувати новий матеріал,10
ПОВТОРЮВАТИ,Ще раз проходити вивчений матеріал,11
ПРАКТИКУВАТИ,Регулярно застосовувати вміння,12
ОВОЛОДІВАТИ,Досягати майстерності в чомусь,11
ШЛІФУВАТИ,Робити ще кращим через практику,9
ЗОСЕРЕДИТИСЯ,Спрямувати всю увагу на одне,12
ПІДХОДИТИ,Відповідати встановленим вимогам,9
ЗАСВІДЧУВАТИ,Офіційно підтверджувати відповідність стандарту,12
АТЕСТУВАТИ,Оцінювати відповідність кваліфікації,10
СТАЖУВАТИСЯ,Набувати практичного досвіду на робочому місці,11
НАЙМАТИ,Брати на роботу за оплату,7
ЗВІЛЬНЯТИ,Припиняти трудові відносини з працівником,9
ВЛАШТОВУВАТИ,Забезпечувати роботою чи місцем,12
ПІДВИЩУВАТИ,Переводити на вищу посаду,11
ЗАРОБЛЯТИ,Отримувати гроші за працю,9
