word,clue,length
ВІТАТИ,Радісно зустрічати когось словами,6
ДЯКУВАТИ,Виражати вдячність,8
ВИБАЧАТИСЯ,Просити пробачення за провину,10
ПРОЩАТИСЯ,Говорити останні слова перед розлукою,9
ЗУСТРІЧАТИ,Виходити до гостя, що прибуває,10
ПРОВОДЖАТИ,Йти поруч із тим, хто вирушає в дорогу,10
ЗАПРОШУВАТИ,Кликати кудись у гості,11
ВІДВІДУВАТИ,Приходити до когось у гості,11
ГОСТИТИ,Приймати й частувати гостей,7
ЧАСТУВАТИ,Пригощати їжею чи напоями,9
ЗНАЙОМИТИСЯ,Вперше дізнаватися одне про одного,11
СПІЛКУВАТИСЯ,Обмінюватися думками з кимось,12
БЕСІДУВАТИ,Вести розмову з кимось,10
РОЗМОВЛЯТИ,Обмінюватися словами усно,10
ОБГОВОРЮВАТИ,Разом розглядати якесь питання,12
