word,clue,length
ВІРИТИ,Приймати щось як правду без доказів,6
СУМНІВАТИСЯ,Не бути повністю впевненим,11
ЗНАТИ,Мати достовірну інформацію про щось,5
РОЗУМІТИ,Осягати зміст чи причину чогось,8
ПОМИЛЯТИСЯ,Робити неправильний висновок чи дію,10
ЗДОГАДАТИСЯ,Правильно припустити без прямих доказів,11
ВІДЧУВАТИ,Сприймати щось на рівні почуттів,9
БАЧИТИ,Сприймати очима,6
ЧУТИ,Сприймати вухами,4
НЮХАТИ,Сприймати запахи носом,6
ТОРКАТИСЯ,Сприймати щось дотиком,9
КУШТУВАТИ,Сприймати смак їжі,9
ВГАДУВАТИ,Правильно визначати щось невідоме,9
ПЕРЕКОНУВАТИ,Схиляти когось до своєї думки,12
ДОВОДИТИ,Наводити докази на підтвердження,8
