word,clue,length
ЗМАГАТИСЯ,Боротися за перемогу з іншими,9
ПЕРЕМАГАТИ,Виходити першим у боротьбі з суперником,10
ПРОГРАВАТИ,Зазнавати поразки,10
ЗДОБУВАТИ,Отримувати щось через зусилля,9
ВТРАЧАТИ,Позбуватися того, що мав,8
ТРЕНУВАТИСЯ,Регулярно готуватися до змагань,11
ВІДПОЧИВАТИ,Давати організму перепочинок,11
НАТУЖУВАТИСЯ,Докладати значних фізичних зусиль,12
РОЗСЛАБИТИСЯ,Зняти фізичну чи психічну напругу,12
ЗМІЦНЮВАТИСЯ,Ставати сильнішим з часом,11
СЛАБШАТИ,Ставати менш сильним,8
ГАРТУВАТИСЯ,Ставати стійкішим до несприятливих умов,11
РОЗТЯГТИСЯ,"Зробити м'язи гнучкішими вправами",10
РОЗМИНАТИСЯ,Готувати м'язи легкими вправами перед навантаженням,11
ПОТІТИ,Виділяти вологу через шкіру від навантаження,6
