word,clue,length
СМІЯТИСЯ,Видавати звуки від веселощів,8
ПЛАКАТИ,Проливати сльози від горя чи болю,7
УСМІХАТИСЯ,Показувати радість виразом обличчя,10
ХМУРИТИСЯ,Показувати невдоволення виразом обличчя,9
КРИЧАТИ,Видавати гучні звуки голосом,7
ШЕПОТІТИ,Говорити дуже тихо,8
БУРМОТІТИ,Говорити невиразно й тихо,9
ЗІТХАТИ,Глибоко видихати від хвилювання чи втоми,7
ГИКАТИ,Мимоволі видавати уривчасті звуки в горлі,6
ТРЕМТІТИ,Мимоволі здригатися від холоду чи страху,8
ЧЕРВОНІТИ,Змінювати колір щік від сорому,9
БЛІДНУТИ,Втрачати колір обличчя від страху,8
ПІТНІТИ,Виділяти вологу через шкіру,7
ЗАВМИРАТИ,Раптово переставати рухатися,9
ЗДРИГАТИСЯ,Різко й мимоволі рухатися від несподіванки,10
