word,clue,length
ЗМІШУВАТИ,Поєднувати різні речовини в одне,9
РОЗДІЛЯТИ,Ділити щось на частини,9
ЄДНАТИ,Робити спільним, об'єднувати,6
РОЗЄДНУВАТИ,"Порушувати зв'язок між частинами",11
СКЛАДАТИ,Розміщувати частини разом за порядком,8
РОЗБИРАТИ,Розділяти пристрій на складові,9
ЗБИРАТИ,З'єднувати частини в ціле,7
РУЙНУВАТИ,Приводити до повного знищення,9
ВІДНОВЛЮВАТИ,Повертати до попереднього стану,12
ЗМІЦНЮВАТИ,Робити міцнішим,10
ПОСЛАБЛЮВАТИ,Робити слабшим,12
ПРИСКОРЮВАТИ,Робити швидшим,12
ГАЛЬМУВАТИ,Робити повільнішим,10
ЗБІЛЬШУВАТИ,Робити більшим за розміром,11
ЗМЕНШУВАТИ,Робити меншим за розміром,10
