word,clue,length
РОЗДУМУВАТИ,Довго обмірковувати рішення,11
ВАГАТИСЯ,Не наважуватися зробити вибір,8
НАВАЖУВАТИСЯ,Долати страх і робити крок,12
НАМАГАТИСЯ,Докладати зусиль, щоб досягти мети,10
СТАРАТИСЯ,Докладати всіх можливих зусиль,9
ДОСЯГАТИ,Здобувати бажаний результат,8
ЗАЗНАВАТИ,Переживати щось на власному досвіді,9
ПЕРЕЖИВАТИ,Відчувати хвилювання чи проходити через щось важке,10
СТРАЖДАТИ,Відчувати біль чи муку,9
ТЕРПІТИ,Витримувати щось неприємне без скарг,7
ВИТРИМУВАТИ,Не піддаватися під тиском,11
ЗДАВАТИСЯ,Припиняти опір чи спроби,9
ПОСТУПАТИСЯ,Віддавати перевагу іншому за рахунок себе,11
НАПОЛЯГАТИ,Твердо стояти на своєму,10
СХВАЛЮВАТИ,Позитивно оцінювати чиюсь дію,10
ЗАСУДЖУВАТИ,Різко негативно оцінювати чиюсь дію,11
