word,clue,length
ЗАСНОВУВАТИ,Створювати організацію чи традицію з нуля,11
ВІДКРИВАТИ,Уперше знаходити щось невідоме,10
ВИНАХОДИТИ,Створювати щось нове, чого раніше не існувало,10
ПАТЕНТУВАТИ,Юридично закріплювати авторство винаходу,11
КОНСТРУЮВАТИ,Розробляти технічну модель,12
МОДЕЛЮВАТИ,Створювати спрощене відображення реального обєкта,10
ТЕСТУВАТИ,Перевіряти працездатність нового продукту,9
ВВОДИТИ,Починати використовувати щось нове на практиці,7
ОНОВЛЮВАТИ,Осучаснювати застарілу систему,10
МЕХАНІЗУВАТИ,Замінювати ручну працю машинною,12
ОПТИМІЗУВАТИ,Робити процес максимально ефективним,12
ІНТЕГРУВАТИ,Об'єднувати різні системи в одну,11
РЕМОНТУВАТИ,Усувати несправність у пристрої,11
НАЛАГОДИТИ,Зробити щось справним і робочим,10
ПРОГРАМУВАТИ,Писати код для комп'ютера,12
