word,clue,length
ЗАСИНАТИ,Переходити в стан сну,8
ПРОКИДАТИСЯ,Переставати спати,11
СНИТИСЯ,З'являтися в сновидінні,7
ДРІМАТИ,Легко й ненадовго спати,7
ЗІВАТИ,Мимоволі глибоко вдихати від втоми,6
ПОТЯГУВАТИСЯ,Розправляти тіло після сну,12
ВСТАВАТИ,Підніматися з ліжка чи стільця,8
ЛЯГАТИ,Приймати горизонтальне положення,6
ВКРИВАТИСЯ,Накривати себе ковдрою,10
РОЗДЯГАТИСЯ,Знімати з себе одяг,11
ОДЯГАТИСЯ,Надягати на себе одяг,9
ВМИВАТИСЯ,Мити обличчя водою,9
ЧИСТИТИ,Видаляти зайве й непотрібне з поверхні,7
ЗАВАРЮВАТИ,Готувати напій окропом,10
СНІДАТИ,Їсти вранці перший прийом їжі,7
