word,clue,length
МРІЯТИ,Уявляти бажане майбутнє,6
СПОДІВАТИСЯ,Очікувати хорошого,11
ПЛАНУВАТИ,Продумувати наперед,9
КЕРУВАТИ,Спрямовувати чиюсь роботу чи рух,8
ПІДКОРЯТИСЯ,Виконувати чужу волю,11
НАКАЗУВАТИ,Вимагати виконання від підлеглого,10
ДОЗВОЛЯТИ,Давати право на дію,9
ЗАБОРОНЯТИ,Не давати права на дію,10
ЗАПРОШУВАТИ,Кликати кудись гостя,11
ЗУСТРІЧАТИ,"Йти привітати того, хто прибуває",10
ПРОВОДЖАТИ,"Йти поруч із тим, хто вирушає в путь",10
ЗНАЙОМИТИСЯ,Вперше дізнаватись про когось особисто,11
ВІТАТИ,Виражати радість з нагоди свята чи зустрічі,6
ПРОЩАТИСЯ,Говорити останні слова перед розлукою,9
ЗГАДУВАТИ,Відновлювати в пам'яті,9
СУПЕРЕЧИТИ,"Не погоджуватися з чиєюсь думкою, заперечувати",10
ПЕРЕКОНУВАТИ,Схиляти когось до своєї думки доказами,12
ЗДИВОВУВАТИ,Викликати в когось несподіване враження,11
ЗАСПОКОЮВАТИ,Робити чийсь неспокій менш гострим,12
ДОМОВЛЯТИСЯ,Досягати спільної згоди,11
СПЕРЕЧАТИСЯ,Обмінюватися протилежними думками гостро,11
СВАРИТИСЯ,Гостро й голосно конфліктувати,9
МИРИТИСЯ,Припиняти сварку,8
ЖАРТУВАТИ,Говорити щось несерйозне для сміху,9
ДРАЖНИТИ,Навмисно провокувати чиюсь реакцію,8
ХВИЛЮВАТИСЯ,Відчувати тривогу,11
РИЗИКУВАТИ,Свідомо йти на небезпеку заради результату,10
НАДІЯТИСЯ,Чекати на хороше,9
