word,clue,length
ЗАСНОВУВАТИ,Створювати щось нове з нуля,11
РОЗВИВАТИ,Робити кращим і повнішим з часом,9
ГАЛЬМУВАТИ,Не давати рухатися чи розвиватися швидко,10
ПРИСКОРЮВАТИ,Робити швидшим у часі,12
ОБЄДНУВАТИ,"Робити спільним, зводити в одне ціле",10
ЗБЕРІГАТИ,Не давати чомусь зникнути чи зіпсуватися,9
ЗМІЦНЮВАТИ,Робити стійкішим і надійнішим,10
РУЙНУВАТИ,Приводити до знищення й розпаду,9
ВІДНОВЛЮВАТИ,Повертати до попереднього стану,12
ЗАМІНЮВАТИ,Ставити одне на місце іншого,10
ДОПОВНЮВАТИ,Додавати те, чого бракує,11
СКОРОЧУВАТИ,Робити коротшим за обсягом,11
РОЗШИРЮВАТИ,Робити більшим за обсягом,11
ОБМЕЖУВАТИ,Встановлювати рамки чи межі,10
ЗВІЛЬНЯТИ,Позбавляти обмежень чи обов'язків,9
