word,clue,length
КЕРМУВАТИ,Керувати транспортним засобом,9
ГАЛЬМУВАТИ,Сповільнювати чи зупиняти рух,10
РОЗГАНЯТИСЯ,Набирати швидкість,11
ОБГАНЯТИ,Випереджати того, хто попереду,8
ПАРКУВАТИСЯ,Ставити транспорт на стоянку,11
ЗАПРАВЛЯТИ,Наповнювати бак пальним,10
РЕМОНТУВАТИ,Відновлювати справність,11
ПІДКЛЮЧАТИ,З'єднувати пристрій з мережею чи іншим приладом,10
ВІДКЛЮЧАТИ,Роз'єднувати пристрій із мережею,10
ОНОВЛЮВАТИ,Замінювати на нову версію,10
СКАНУВАТИ,Переводити паперовий документ у цифровий вигляд,9
ПРИМІРЯТИ,Одягати одяг, щоб перевірити розмір,9
ОБИРАТИ,Робити вибір серед варіантів,7
ОПЛАЧУВАТИ,Вносити гроші за товар чи послугу,10
ОБМІНЮВАТИ,Змінювати одну річ на іншу,10
ЗНИЖУВАТИ,Робити меншим за розміром чи ціною,9
ПІДВИЩУВАТИ,Робити більшим за розміром чи рівнем,11
