word,clue,length
СФІНКС,Істота з тілом лева й головою людини,6
ГРИФОН,Істота з тілом лева й головою орла,6
ФЕНІКС,Птах, що відроджується з попелу,6
ЄДИНОРІГ,Кінь з одним рогом на лобі,8
ЦЕРБЕР,Триголовий пес підземного царства,6
ГІДРА,Багатоголова змія, що відрощує нові голови,5
МІНОТАВР,Істота з тілом людини й головою бика,8
ПЕГАС,Крилатий кінь з грецьких міфів,5
ХАРОН,Перевізник душ через річку мертвих,5
МЕДУЗА,Жінка зі зміями замість волосся,6
КЕНТАВР,Істота з тулубом коня й торсом людини,7
ВАЛЬКІРІЯ,Войовнича діва скандинавських міфів,9
ТРОЛЬ,Потворна велетенська істота північних легенд,5
ГНОМ,Маленька підземна істота, охоронець скарбів,4
ВОВКУЛАКА,Людина, що перетворюється на вовка,9
