word,clue,length
РУХАТИСЯ,Змінювати своє положення в просторі,8
ЗУПИНЯТИСЯ,Припиняти рух,10
ПОВЕРТАТИСЯ,Приходити туди, звідки вийшов,11
ПРИХОДИТИ,Прибувати кудись пішки,9
ЙТИ,Пересуватися кроками вперед,3
ВИХОДИТИ,Залишати приміщення,8
ЗАХОДИТИ,Потрапляти всередину приміщення,8
ПЕРЕХОДИТИ,Пересуватися з одного боку на інший,10
ПЕРЕНОСИТИ,Переміщувати щось із місця на місце,10
ВИТРАЧАТИ,Використовувати гроші чи час,9
ЗАРОБЛЯТИ,Отримувати гроші за працю,9
ПЛАТИТИ,Віддавати гроші за товар чи послугу,7
ПОЗИЧАТИ,Брати щось у тимчасове користування,8
МІНЯТИ,Замінювати одне на інше,6
ПОКРАЩУВАТИ,Робити кращим,11
ПОГІРШУВАТИ,Робити гіршим,11
ЗРОСТАТИ,Ставати більшим із часом,8
ЗЯВЛЯТИСЯ,Ставати видимим там, де не було,9
ЗНИКАТИ,Ставати невидимим,7
ЖИТИ,Перебувати живим,4
ПОМИРАТИ,Переставати жити,8
ЛІКУВАТИ,Допомагати одужати від хвороби,8
ХВОРІТИ,Мати симптоми недуги,7
ОДУЖУВАТИ,Позбуватися хвороби,9
ВТОМЛЮВАТИСЯ,Втрачати сили від навантаження,12
ВІДПОЧИВАТИ,Відновлювати сили після праці,11
ТРЕНУВАТИСЯ,Регулярно вправлятися для форми,11
ПЕРЕМАГАТИ,Досягати успіху в змаганні,10
ПРОГРАВАТИ,Зазнавати невдачі в змаганні,10
ЗДОБУВАТИ,Отримувати щось ціною зусиль,9
ВТРАЧАТИ,Позбуватися чогось мимоволі,8
РУЙНУВАТИ,Перетворювати на уламки,9
ЛАГОДИТИ,Відновлювати справність,8
ЛАМАТИ,Позбавляти цілісності силою,6
ПСУВАТИ,Робити непридатним,7
ВИПРАВЛЯТИ,Усувати помилку,10
ПЕРЕВІРЯТИ,Встановлювати правильність чогось,10
ОЦІНЮВАТИ,Визначати якість чи вартість,9
АНАЛІЗУВАТИ,Розкладати на складові для вивчення,11
ПОРІВНЮВАТИ,Зіставляти одне з іншим,11
ГОЛОСУВАТИ,Віддавати свій вибір на виборах,10
ПІДТРИМУВАТИ,Допомагати комусь у справі,12
БОРОТИСЯ,Докладати зусиль проти опору,8
ЗАХИЩАТИ,Оберігати від небезпеки,8
НАПАДАТИ,Розпочинати атаку на когось,8
ТІКАТИ,Швидко залишати небезпечне місце,6
ЛОВИТИ,Хапати щось, що рухається,6
ЗВІЛЬНЯТИ,Робити вільним,9
ДАРУВАТИ,Віддавати щось безкоштовно як подарунок,8
ПРИЙМАТИ,Погоджуватися взяти щось,8
ВІДХИЛЯТИ,Не погоджуватися прийняти,9
СУМНІВАТИСЯ,Не мати повної впевненості,11
ВІРИТИ,Приймати щось за правду без доказів,6
ДОВІРЯТИ,Покладатися на чиюсь чесність,8
ЗРАДЖУВАТИ,Порушувати вірність,10
ОБМАНЮВАТИ,Говорити неправду заради вигоди,10
БРЕХАТИ,Свідомо говорити неправду,7
ХВАЛИТИ,Говорити добрі слова про когось,7
КРИТИКУВАТИ,Вказувати на недоліки,11
СОРОМИТИСЯ,Відчувати ніяковість за вчинок,10
ПИШАТИСЯ,Відчувати задоволення власним досягненням,8
ЗАЗДРИТИ,Відчувати прикрість через чужий успіх,8
ПОВАЖАТИ,Ставитися до когось шанобливо,8
ДЯКУВАТИ,Виражати вдячність,8
ВИБАЧАТИСЯ,Просити пробачення,10
ОБРАЖАТИ,Завдавати комусь прикрості словом,8
