word,clue,length
ОБІЦЯТИ,Давати слово щось зробити,7
ВИКОНУВАТИ,Робити те, що обіцяно чи заплановано,10
ЗНЕХТУВАТИ,Не звернути уваги на щось важливе,10
ВРАХОВУВАТИ,Брати до уваги при рішенні,11
ІГНОРУВАТИ,Свідомо не звертати уваги,10
ДОПУСКАТИ,Вважати можливим,9
ЗАПЕРЕЧУВАТИ,Не визнавати правдивим,12
ПІДТВЕРДИТИ,Визнати правдивість сказаного,11
СПРОСТУВАТИ,Доводити хибність твердження,11
ПРИПУСКАТИ,Висловлювати гіпотезу,10
ВІДКИДАТИ,Не приймати пропозицію,9
СХВАЛЮВАТИ,Позитивно оцінювати рішення,10
ЗАСУДЖУВАТИ,Негативно оцінювати вчинок,11
ВИБАЧАТИ,Прощати провину,8
КАРАТИ,Накладати покарання за провину,6
