word,clue,length
БУДУВАТИ,Створювати споруду з матеріалів,8
РОЗБИРАТИ,Ділити конструкцію на частини,9
МОНТУВАТИ,Збирати конструкцію з готових деталей,9
ДЕМОНТУВАТИ,Розбирати змонтовану конструкцію,11
ФАРБУВАТИ,Наносити колір на поверхню,9
ШЛІФУВАТИ,Робити поверхню гладенькою тертям,9
ПОЛІРУВАТИ,Надавати поверхні блиску,10
СВЕРДЛИТИ,Робити отвір обертовим інструментом,9
РІЗАТИ,Розділяти щось гострим інструментом,6
КЛЕЇТИ,З'єднувати частини липкою речовиною,6
ПРИБИВАТИ,Закріплювати цвяхами,9
ГВИНТИТИ,Обертати навколо своєї осі для закріплення,8
ЗАКРУЧУВАТИ,Обертати щось для закріплення,11
РОЗКРУЧУВАТИ,Обертати щось для відкріплення,12
ВИМІРЮВАТИ,Визначати розмір чи кількість,10
