word,clue,length
ОБРАТИ,Зробити вибір голосуванням,6
ГОЛОСУВАТИ,Виражати свою волю бюлетенем,10
БАЛОТУВАТИСЯ,Висувати свою кандидатуру на виборах,12
ПРИЙМАТИ,Затверджувати закон чи рішення,8
ВІДХИЛЯТИ,Не приймати запропоноване,9
ПРЕДСТАВЛЯТИ,Діяти від чужого імені,12
КЕРУВАТИ,Спрямовувати діяльність когось чи чогось,8
СЛУХАТИСЯ,Діяти згідно з вказівками старшого,9
ОЧОЛЮВАТИ,Стояти на чолі організації,9
ЗАСІДАТИ,Брати участь у нараді,8
ДЕБАТУВАТИ,Публічно обговорювати спірне питання,10
СКЛИКАТИ,Запрошувати на спільну зустріч,8
УХВАЛЮВАТИ,Приймати офіційне рішення,10
СКАСОВУВАТИ,Припиняти дію рішення чи закону,11
РЕФОРМУВАТИ,Змінювати систему на краще,11
