word,clue,length
ПОДОРОЖУВАТИ,Переміщуватися новими місцями заради вражень,12
ВІДВІДУВАТИ,Приходити подивитись на щось чи когось,11
ОГЛЯДАТИ,Уважно дивитися на визначні місця,8
ЗНІМАТИ,Робити знімки камерою,7
ОРІЄНТУВАТИ,Допомагати визначити напрямок руху,11
ЗАБЛУКАТИ,Втратити напрямок і не знаходити дороги,9
ЗУПИНЯТИСЯ,Переставати рухатися чи їхати,10
ВИРУШАТИ,Починати подорож,8
ПОВЕРТАТИСЯ,Приходити назад туди, звідки вирушив,11
БРОНЮВАТИ,Заздалегідь замовляти місце чи послугу,9
СЕЛИТИСЯ,Оселятися на новому місці на певний час,8
ПАКУВАТИ,Складати речі перед подорожжю,8
РОЗПАКУВАТИ,Вийняти речі з валізи,11
ПРИВИКАТИ,Звикати до нового клімату чи умов,9
МИЛУВАТИСЯ,Отримувати сильне задоволення від краси,10
