word,clue,length
СПОСТЕРІГАТИ,Уважно дивитися за розвитком подій,12
ДОСЛІДЖУВАТИ,Ретельно вивчати щось невідоме,12
АНАЛІЗУВАТИ,Розкладати щось на складові для вивчення,11
СИНТЕЗУВАТИ,Поєднувати частини в єдине ціле,11
ГРУПУВАТИ,Розподіляти за категоріями,9
ВИМІРЯТИ,Визначати кількісну характеристику,8
ОБЧИСЛЮВАТИ,Знаходити числове значення,11
ФІКСУВАТИ,Записувати чи закріплювати результат,9
РЕЄСТРУВАТИ,Офіційно записувати до документа,11
ПЕРЕВІРЯТИ,Встановлювати правильність чогось,10
ТЕСТУВАТИ,Перевіряти якість чи властивості,9
ВИПРОБУВАТИ,Перевірити гіпотезу дослідним шляхом,11
ДОКАЗУВАТИ,Наводити аргументи на підтвердження,10
СПРОСТУВАТИ,Навести аргументи проти твердження,11
УЗАГАЛЬНИТИ,Вивести спільний висновок з окремих фактів,11
