word,clue,length
СПОЖИВАТИ,Використовувати їжу чи ресурси,9
ВИРОБЛЯТИ,Створювати товар на заводі чи фабриці,9
ЕКСПОРТУВАТИ,Вивозити товари за кордон,12
ІМПОРТУВАТИ,Ввозити товари з-за кордону,11
ТОРГУВАТИ,Займатися купівлею й продажем,9
ПРОДАВАТИ,Віддавати товар за гроші,9
КУПУВАТИ,Отримувати товар за гроші,8
ЗБИРАТИ,Накопичувати щось поступово,7
ВИТРАЧАТИ,Використовувати гроші чи ресурси,9
ЕКОНОМИТИ,Витрачати менше, ніж можна,9
ІНВЕСТУВАТИ,Вкладати гроші заради прибутку,11
ПОЗИЧАТИ,Давати чи брати щось у борг,8
ПОГАШАТИ,Сплачувати борг повністю,8
БАНКРУТУВАТИ,Ставати неплатоспроможним,12
ОПОДАТКУВАТИ,Стягнути обов'язковий платіж,12
