word,clue,length
ЗДОГАДАТИСЯ,Раптово зрозуміти щось без прямого пояснення,11
ПАМЯТАТИ,Зберігати в свідомості минуле,8
ЗАБУВАТИ,Втрачати з пам'яті,8
НАГАДУВАТИ,Викликати спогад про щось,10
ПРИГАДУВАТИ,Намагатися відновити в пам'яті,11
УЯВЛЯТИ,Створювати образ у думках,7
МРІЯТИ,Уявляти бажане майбутнє,6
СПОДІВАТИСЯ,Очікувати хорошого результату,11
ЗНЕВІРИТИСЯ,Раптово втратити надію,11
РОЗЧАРУВАТИ,Позбавити когось надії й задоволення,11
ПЕРЕКОНАТИСЯ,Впевнитися в правдивості,12
СУМНІВАТИСЯ,Не бути впевненим у чомусь,11
ЗДАВАТИСЯ,Складати враження,9
ВИДАВАТИСЯ,Мати певний вигляд для когось,10
ТЛУМАЧИТИ,Пояснювати значення чогось,9
