word,clue,length
ОБІЙМАТИ,Охоплювати руками в знак ніжності,8
ЦІЛУВАТИ,Торкатися губами в знак ніжності,8
ПРИТУЛЯТИСЯ,Тісно наближатися тілом до когось,11
ПЕСТИТИ,Ніжно доглядати й голубити,7
ЗАХИЩАТИСЯ,Оберігати себе від нападу,10
ВІДБИВАТИСЯ,Захищатися від чужого нападу,11
НАЗДОГАНЯТИ,Скорочувати відстань до того, хто попереду,11
ВІДСТАВАТИ,Рухатися повільніше за інших,10
ВИПЕРЕДЖАТИ,Опинятися попереду інших,11
ЗМАГАТИСЯ,Прагнути перемогти суперника,9
РОЗДІЛЯТИ,Ділити на частини між кількома,9
РОЗПОДІЛЯТИ,Ділити щось між кількома за правилом,11
ЗМІШУВАТИ,Поєднувати різні речовини разом,9
