word,clue,length
ВИБИРАТИ,Приймати рішення серед варіантів,8
ВІДКЛАДАТИ,Переносити справу на пізніше,10
ПОСПІШАТИ,Діяти чи рухатися дуже швидко,9
СПІЗНЮВАТИСЯ,Приходити пізніше запланованого,12
ПЛАНУВАТИ,Заздалегідь продумувати дії,9
ІМІТУВАТИ,Штучно відтворювати щось справжнє,9
ГОТУВАТИСЯ,Робити необхідне заздалегідь,10
ЗАВЕРШУВАТИ,Доводити справу до кінця,11
РОЗПОЧИНАТИ,Робити перший крок у справі,11
ПРОДОВЖУВАТИ,Робити далі те, що вже почато,12
ПЕРЕРИВАТИ,Зупиняти дію на середині,10
ВІДНОВЛЮВАТИ,Продовжувати перервану дію,12
ПОВТОРЮВАТИ,Робити те саме ще раз,11
ЗМІНЮВАТИ,Робити щось іншим, ніж було,9
ЗБЕРІГАТИ,Не давати чомусь змінитися чи зникнути,9
