word,clue,length
МОЛИТИСЯ,Звертатися до Бога словами,8
СПОВІДУВАТИ,Дотримуватися певної релігії,11
ХРЕСТИТИ,Здійснювати обряд прийняття у християнство,8
ВІНЧАТИ,Здійснювати обряд одруження в церкві,7
МЕДИТУВАТИ,Заглиблюватися у спокійне зосереджене споглядання,10
ФІЛОСОФУВАТИ,Розмірковувати над сенсом буття,12
УЯВЛЯТИ,Створювати образ у голові,7
ФАНТАЗУВАТИ,Вигадувати щось неіснуюче,11
ВИГАДУВАТИ,Створювати щось із власної голови,10
ТВОРИТИ,Створювати щось нове мистецьки,7
НАСЛІДУВАТИ,Повторювати чужу поведінку чи стиль,11
ІМІТУВАТИ,Відтворювати щось несправжнє замість оригіналу,9
ВИЖИВАТИ,Залишатися живим у складних умовах,8
МІГРУВАТИ,Переселятися з одного місця в інше,9
ГНІЗДИТИСЯ,Влаштовувати житло для виведення потомства,10
ПОЛЮВАТИ,Переслідувати здобич заради їжі,8
ХАРЧУВАТИСЯ,Споживати їжу для підтримання життя,11
