word,clue,length
СПИРАТИСЯ,Мати щось як опору чи основу,9
БАЗУВАТИСЯ,Спиратися на щось як на основу,10
ГРУНТУВАТИСЯ,Мати підставою якийсь факт,12
ВІДРІЗНЯТИСЯ,Мати відмінності від інших,12
СХОЖИЙ,"Бути ..., мати спільні риси з кимось",6
НАГАДУВАТИ,Мати схожість із кимось чи чимось,10
ПОЄДНУВАТИ,Мати в собі кілька якостей одразу,10
ВІДПОВІДАТИ,Бути узгодженим з чимось,11
СУПЕРЕЧИТИ,Бути в конфлікті з чимось іншим,10
ДОПОВНЮВАТИ,Робити щось повнішим,11
ЗАМІЩАТИ,Тимчасово виконувати чиюсь роль,8
ПЕРЕВИЩУВАТИ,Бути більшим за встановлену межу,12
ПОСТУПАТИСЯ,Бути гіршим порівняно з іншим,11
ЗРІВНЯТИСЯ,Досягти того самого рівня,10
ВІДСТАВАТИ,Рухатися повільніше за інших,10
