word,clue,length
ЛОВИТИ,Хапати щось рухоме руками чи знаряддям,6
ВІДПУСКАТИ,Переставати тримати,10
ХАПАТИ,Різко брати руками,6
ТРИМАТИ,Не давати чомусь випасти чи впасти,7
КИДАТИ,Різко відправляти щось у повітря,6
СТИСКАТИ,Здавлювати щось із двох боків,8
ШПУРЛЯТИ,Кидати з силою й роздратуванням,8
КОТИТИ,Змушувати щось круглясте рухатися обертанням,6
ТЯГТИ,Переміщувати щось силою в свій бік,5
ШТОВХАТИ,Прикладати силу, щоб зрушити щось уперед,8
ПХАТИ,Штовхати щось із зусиллям уперед,5
ПІДНІМАТИ,Переміщувати щось угору,9
ОПУСКАТИ,Переміщувати щось униз,8
СТАВИТИ,Розміщувати щось у певному положенні,7
КЛАСТИ,Розміщувати щось горизонтально,6
