word,clue,length
ІНВЕСТУВАТИ,Вкладати гроші заради майбутнього прибутку,11
ОРЕНДУВАТИ,Тимчасово користуватися чужим майном за плату,10
СТРАХУВАТИ,Захищати від фінансових втрат за внесок,10
ІМПОРТУВАТИ,Ввозити товар з-за кордону,11
ЕКСПОРТУВАТИ,Вивозити товар за кордон,12
ВИРОБЛЯТИ,Створювати товар у промислових масштабах,9
ПОСТАЧАТИ,Регулярно доставляти товар,9
РЕКЛАМУВАТИ,Просувати товар для продажу,11
КОНКУРУВАТИ,Змагатися за одне й те саме,11
БАНКРУТУВАТИ,Втрачати здатність сплачувати борги,12
РЕЄСТРУВАТИ,Офіційно вносити до списку,11
ПАТЕНТУВАТИ,Офіційно закріплювати право на винахід,11
УХВАЛЮВАТИ,Офіційно затверджувати рішення,10
СКАСОВУВАТИ,Офіційно припиняти дію чогось,11
РОЗРОБЛЯТИ,Створювати щось поетапно від задуму до готового,10
ТЕСТУВАТИ,Перевіряти щось на роботоздатність,9
ЗАПУСКАТИ,Вводити щось у дію вперше,9
ОПТИМІЗУВАТИ,Робити щось максимально ефективним,12
