word,clue,length
ЗЦІЛЮВАТИ,Робити здоровим,9
ЗМІЦНЮВАТИ,Робити фізично сильнішим,10
ОСЛАБЛЮВАТИ,Робити слабшим,10
ЗНЕСИЛЮВАТИ,Позбавляти сил,10
ВІДНОВЛЮВАТИ,Повертати до попереднього стану,12
ПОШИРЮВАТИ,Робити відомим багатьом,10
ОБМЕЖУВАТИ,Встановлювати межі дії,10
СПРОЩУВАТИ,Робити менш складним,10
УСКЛАДНЮВАТИ,Робити більш складним,11
ПОЛІПШУВАТИ,Робити кращим,11
ПОГІРШУВАТИ,Робити гіршим,11
ЗБАГАЧУВАТИ,Робити багатшим,11
ЗБІДНЮВАТИ,Робити біднішим,10
ОЗЕЛЕНЮВАТИ,Робити зеленішим через насадження,11
ОСВІТЛЮВАТИ,Робити світлішим,11
