word,clue,length
ЗАПРОШУВАТИ,Кликати когось узяти участь,11
ВІДМОВЛЯТИ,Не погоджуватися на прохання,10
ПРОСИТИ,Звертатися з проханням,7
ВИМАГАТИ,Наполегливо просити щось зробити,8
НАКАЗУВАТИ,Владно вимагати виконання,10
ПІДКОРЯТИСЯ,Виконувати чужу волю,11
ОПИРАТИСЯ,Не піддаватися тиску,9
ПОГОДИТИСЯ,Дати згоду на щось,10
СПЕРЕЧАТИСЯ,Доводити свою правоту в суперечці,11
ДОМОВЛЯТИСЯ,Досягати спільної згоди,11
СВАРИТИСЯ,Голосно виражати незгоду,9
МИРИТИСЯ,Припиняти сварку,8
ДРАТУВАТИ,Навмисно виводити когось з рівноваги,9
ЗАСПОКОЮВАТИ,Робити спокійнішим,12
ЗБУДЖУВАТИ,Викликати пожвавлення чи хвилювання,10
