word,clue,length
СПОСТЕРІГАТИ,Уважно стежити за чимось,12
ДОСЛІДЖУВАТИ,Вивчати щось детально,12
ВИНАХОДИТИ,Створювати щось нове й раніше невідоме,10
ДОВОДИТИ,Підтверджувати правоту фактами,8
ОБЧИСЛЮВАТИ,Знаходити числовий результат,11
ВИМІРЮВАТИ,Визначати розмір чи кількість,10
ЗВАЖУВАТИ,Визначати вагу чогось,9
РАХУВАТИ,Визначати кількість по одиницях,8
СКЛАДАТИ,Об'єднувати частини в одне ціле,8
РОЗКЛАДАТИ,Ділити на окремі частини,10
ЗБИРАТИ,Об'єднувати розрізнені речі докупи,7
РОЗБИРАТИ,Розділяти на складові частини,9
ГОРТАТИ,Швидко переглядати сторінки, пролистуючи,7
ЗАПИСУВАТИ,Фіксувати щось на носії,10
СТИРАТИ,Видаляти написане,7
ПЕРЕГЛЯДАТИ,Швидко оглядати вміст,11
ЗАВАНТАЖИТИ,Копіювати дані з мережі на пристрій,11
НАДСИЛАТИ,Відправляти щось адресату,9
ОТРИМУВАТИ,Приймати щось надіслане,10
ПОШИРЮВАТИ,Робити щось доступним багатьом,10
ПУБЛІКУВАТИ,Розміщувати для загального доступу,11
ВИДАВАТИ,Випускати друком,8
РЕДАГУВАТИ,Вносити правки в текст,10
ПЕРЕКЛАДАТИ,Передавати зміст іншою мовою,11
ОЗВУЧУВАТИ,Додавати голос до зображення,10
